Date;Retraites_4000;Retraites_5000;Menage_4000;Menage_5000;Menage_7000;Mr_Wagner;Pascal_P;Laurent D;Spedener C;Claude Eyschen T
04/01/2026 22:00;200;200;200;200;200;4016,129032;1460;639;1021;473.11827956989237
04/01/2026 23:00;200;200;200;200;200;4016,129032;420;595;995;473.11827956989237
05/01/2026 00:00;200;200;200;200;200;4016,129032;440;527;658;591.3978494623655
05/01/2026 01:00;200;200;200;200;200;4016,129032;310;515;569;591.3978494623655
05/01/2026 02:00;200;200;200;200;200;4016,129032;280;572;570;591.3978494623655
05/01/2026 03:00;200;200;200;200;200;4016,129032;260;642;600;591.3978494623655
05/01/2026 04:00;200;200;200;200;200;4016,129032;250;715;628;591.3978494623655
05/01/2026 05:00;200;200;200;200;200;4016,129032;260;879;632;591.3978494623655
05/01/2026 06:00;200;200;200;200;200;6024,193548;280;737;857;887.0967741935482
05/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;250;974;1428;887.0967741935482
05/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;290;491;736;887.0967741935482
05/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;970;318;714;887.0967741935482
05/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;1850;2142;731;354.8387096774193
05/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;1050;2861;1705;354.8387096774193
05/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;360;789;800;354.8387096774193
05/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;2340;2;921;354.8387096774193
05/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;580;189;869;709.6774193548385
05/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;250;493;878;709.6774193548385
05/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;260;646;1029;709.6774193548385
05/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;1010;2842;1775;709.6774193548385
05/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;600;1859;1116;473.11827956989237
05/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1070;975;1105;473.11827956989237
05/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1910;3138;5149;473.11827956989237
05/01/2026 21:00;200;200;200;200;200;4016,129032;2540;3490;4047;473.11827956989237
05/01/2026 22:00;200;200;200;200;200;4016,129032;2850;3133;1129;473.11827956989237
05/01/2026 23:00;200;200;200;200;200;4016,129032;470;2852;949;473.11827956989237
06/01/2026 00:00;200;200;200;200;200;4016,129032;280;2491;643;591.3978494623655
06/01/2026 01:00;200;200;200;200;200;4016,129032;240;407;590;591.3978494623655
06/01/2026 02:00;200;200;200;200;200;4016,129032;250;413;555;591.3978494623655
06/01/2026 03:00;200;200;200;200;200;4016,129032;530;392;542;591.3978494623655
06/01/2026 04:00;200;200;200;200;200;4016,129032;600;401;610;591.3978494623655
06/01/2026 05:00;200;200;200;200;200;4016,129032;280;334;670;591.3978494623655
06/01/2026 06:00;200;200;200;200;200;6024,193548;280;690;2884;887.0967741935482
06/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;450;555;1006;887.0967741935482
06/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;290;456;1225;887.0967741935482
06/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;330;746;1611;887.0967741935482
06/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;280;4284;1123;354.8387096774193
06/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;220;6083;1026;354.8387096774193
06/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;210;2942;1031;354.8387096774193
06/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;280;2022;1651;354.8387096774193
06/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;250;429;1194;709.6774193548385
06/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;1170;501;1805;709.6774193548385
06/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;2240;1980;1017;709.6774193548385
06/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;880;3670;1126;709.6774193548385
06/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;490;5109;1734;473.11827956989237
06/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1100;4325;1555;473.11827956989237
06/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;480;3612;1260;473.11827956989237
06/01/2026 21:00;200;200;200;200;200;4016,129032;740;3445;1904;473.11827956989237
06/01/2026 22:00;200;200;200;200;200;4016,129032;610;2497;1226;473.11827956989237
06/01/2026 23:00;200;200;200;200;200;4016,129032;380;686;1235;473.11827956989237
07/01/2026 00:00;200;200;200;200;200;4016,129032;310;414;613;591.3978494623655
07/01/2026 01:00;200;200;200;200;200;4016,129032;300;358;551;591.3978494623655
07/01/2026 02:00;200;200;200;200;200;4016,129032;270;481;528;591.3978494623655
07/01/2026 03:00;200;200;200;200;200;4016,129032;250;343;541;591.3978494623655
07/01/2026 04:00;200;200;200;200;200;4016,129032;340;358;596;591.3978494623655
07/01/2026 05:00;200;200;200;200;200;4016,129032;610;609;1124;591.3978494623655
07/01/2026 06:00;200;200;200;200;200;6024,193548;260;603;891;887.0967741935482
07/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;520;624;755;887.0967741935482
07/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;350;782;731;887.0967741935482
07/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;280;540;747;887.0967741935482
07/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;250;2622;1476;354.8387096774193
07/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;270;3357;857;354.8387096774193
07/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;420;1266;967;354.8387096774193
07/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;320;436;1471;354.8387096774193
07/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;270;439;1825;709.6774193548385
07/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;400;611;1168;709.6774193548385
07/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;650;719;1932;709.6774193548385
07/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;350;2621;1199;709.6774193548385
07/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;410;1092;1373;473.11827956989237
07/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;540;2079;1379;473.11827956989237
07/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1140;3245;2037;473.11827956989237
07/01/2026 21:00;200;200;200;200;200;4016,129032;570;1069;1337;473.11827956989237
07/01/2026 22:00;200;200;200;200;200;4016,129032;320;1252;2969;473.11827956989237
07/01/2026 23:00;200;200;200;200;200;4016,129032;330;2753;676;473.11827956989237
08/01/2026 00:00;200;200;200;200;200;4016,129032;170;2665;615;591.3978494623655
08/01/2026 01:00;200;200;200;200;200;4016,129032;180;2561;620;591.3978494623655
08/01/2026 02:00;200;200;200;200;200;4016,129032;270;1788;610;591.3978494623655
08/01/2026 03:00;200;200;200;200;200;4016,129032;250;288;611;591.3978494623655
08/01/2026 04:00;200;200;200;200;200;4016,129032;250;296;607;591.3978494623655
08/01/2026 05:00;200;200;200;200;200;4016,129032;270;520;630;591.3978494623655
08/01/2026 06:00;200;200;200;200;200;6024,193548;260;310;895;887.0967741935482
08/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;480;397;1584;887.0967741935482
08/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;390;391;688;887.0967741935482
08/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;430;347;790;887.0967741935482
08/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;210;2378;1019;354.8387096774193
08/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;270;3117;980;354.8387096774193
08/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;380;921;1026;354.8387096774193
08/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;350;151;1958;354.8387096774193
08/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;780;23;1122;709.6774193548385
08/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;430;207;1088;709.6774193548385
08/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;1440;473;1994;709.6774193548385
08/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;550;2604;1123;709.6774193548385
08/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;510;1988;1332;473.11827956989237
08/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;410;1062;2030;473.11827956989237
08/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;570;1262;1319;473.11827956989237
08/01/2026 21:00;200;200;200;200;200;4016,129032;940;3494;1136;473.11827956989237
08/01/2026 22:00;200;200;200;200;200;4016,129032;1190;2920;991;473.11827956989237
08/01/2026 23:00;200;200;200;200;200;4016,129032;300;2734;967;473.11827956989237
09/01/2026 00:00;200;200;200;200;200;4016,129032;250;2621;810;591.3978494623655
09/01/2026 01:00;200;200;200;200;200;4016,129032;250;1796;665;591.3978494623655
09/01/2026 02:00;200;200;200;200;200;4016,129032;500;265;603;591.3978494623655
09/01/2026 03:00;200;200;200;200;200;4016,129032;550;278;648;591.3978494623655
09/01/2026 04:00;200;200;200;200;200;4016,129032;310;255;760;591.3978494623655
09/01/2026 05:00;200;200;200;200;200;4016,129032;320;354;774;591.3978494623655
09/01/2026 06:00;200;200;200;200;200;6024,193548;290;411;928;887.0967741935482
09/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;540;290;1519;887.0967741935482
09/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;420;355;779;887.0967741935482
09/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;410;222;864;887.0967741935482
09/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;400;4058;1093;354.8387096774193
09/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;400;3514;1125;354.8387096774193
09/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;680;3128;1920;354.8387096774193
09/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;780;3275;1138;354.8387096774193
09/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;490;921;1095;709.6774193548385
09/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;2090;1613;1203;709.6774193548385
09/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;440;695;2204;709.6774193548385
09/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;580;2347;1643;709.6774193548385
09/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;590;1252;1614;473.11827956989237
09/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;620;1154;1562;473.11827956989237
09/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1250;555;1546;473.11827956989237
09/01/2026 21:00;200;200;200;200;200;4016,129032;1430;523;2133;473.11827956989237
09/01/2026 22:00;200;200;200;200;200;4016,129032;490;538;1275;473.11827956989237
09/01/2026 23:00;200;200;200;200;200;4016,129032;350;482;772;473.11827956989237
10/01/2026 00:00;200;200;200;200;200;4016,129032;250;339;635;591.3978494623655
10/01/2026 01:00;200;200;200;200;200;4016,129032;260;265;606;591.3978494623655
10/01/2026 02:00;200;200;200;200;200;4016,129032;240;293;599;591.3978494623655
10/01/2026 03:00;200;200;200;200;200;4016,129032;250;255;620;591.3978494623655
10/01/2026 04:00;200;200;200;200;200;4016,129032;260;314;602;591.3978494623655
10/01/2026 05:00;200;200;200;200;200;4016,129032;260;321;627;591.3978494623655
10/01/2026 06:00;200;200;200;200;200;6024,193548;240;303;910;887.0967741935482
10/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;470;455;1557;887.0967741935482
10/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;1280;602;765;887.0967741935482
10/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;970;488;873;887.0967741935482
10/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;270;3291;976;354.8387096774193
10/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;480;4055;1052;354.8387096774193
10/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;530;735;1056;354.8387096774193
10/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;1030;477;1927;354.8387096774193
10/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;540;449;2789;709.6774193548385
10/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;1340;503;1074;709.6774193548385
10/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;1130;573;1160;709.6774193548385
10/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;370;2797;1490;709.6774193548385
10/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;510;1558;2461;473.11827956989237
10/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1060;1413;1695;473.11827956989237
10/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1010;643;1515;473.11827956989237
10/01/2026 21:00;200;200;200;200;200;4016,129032;370;1198;1482;473.11827956989237
10/01/2026 22:00;200;200;200;200;200;4016,129032;410;729;1087;473.11827956989237
10/01/2026 23:00;200;200;200;200;200;4016,129032;370;599;717;473.11827956989237
11/01/2026 00:00;200;200;200;200;200;4016,129032;270;484;577;591.3978494623655
11/01/2026 01:00;200;200;200;200;200;4016,129032;260;422;564;591.3978494623655
11/01/2026 02:00;200;200;200;200;200;4016,129032;260;375;559;591.3978494623655
11/01/2026 03:00;200;200;200;200;200;4016,129032;250;353;1094;591.3978494623655
11/01/2026 04:00;200;200;200;200;200;4016,129032;270;518;577;591.3978494623655
11/01/2026 05:00;200;200;200;200;200;4016,129032;260;601;635;591.3978494623655
11/01/2026 06:00;200;200;200;200;200;6024,193548;250;603;916;887.0967741935482
11/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;290;664;769;887.0967741935482
11/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;780;577;750;887.0967741935482
11/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;480;863;1598;887.0967741935482
11/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;900;2432;901;354.8387096774193
11/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;540;3259;2075;354.8387096774193
11/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;430;441;800;354.8387096774193
11/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;420;386;1153;354.8387096774193
11/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;270;532;2042;709.6774193548385
11/01/2026 15:00;686,6359447;894,0092166;200;200;200;6024,193548;220;997;1455;709.6774193548385
11/01/2026 16:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;210;1359;1390;709.6774193548385
11/01/2026 17:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;1090;2455;2163;709.6774193548385
11/01/2026 18:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1100;1538;1238;473.11827956989237
11/01/2026 19:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;2100;886;1414;473.11827956989237
11/01/2026 20:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;4016,129032;1140;467;1389;473.11827956989237
11/01/2026 21:00;200;200;200;200;200;4016,129032;370;497;1277;473.11827956989237
11/01/2026 22:00;200;200;200;200;200;4016,129032;360;2383;2087;473.11827956989237
11/01/2026 23:00;200;200;200;200;200;4016,129032;270;2695;845;473.11827956989237
12/01/2026 00:00;200;200;200;200;200;4016,129032;280;2642;555;591.3978494623655
12/01/2026 01:00;200;200;200;200;200;4016,129032;240;634;580;591.3978494623655
12/01/2026 02:00;200;200;200;200;200;4016,129032;220;282;572;591.3978494623655
12/01/2026 03:00;200;200;200;200;200;4016,129032;200;419;580;591.3978494623655
12/01/2026 04:00;200;200;200;200;200;4016,129032;190;435;567;591.3978494623655
12/01/2026 05:00;200;200;200;200;200;4016,129032;240;496;1153;591.3978494623655
12/01/2026 06:00;200;200;200;200;200;6024,193548;260;746;931;887.0967741935482
12/01/2026 07:00;686,6359447;894,0092166;1335,483871;1819,354839;2787,096774;6024,193548;270;384;756;887.0967741935482
12/01/2026 08:00;686,6359447;894,0092166;200;200;200;6024,193548;300;1561;739;887.0967741935482
12/01/2026 09:00;686,6359447;894,0092166;200;200;200;6024,193548;380;3273;749;887.0967741935482
12/01/2026 10:00;686,6359447;894,0092166;200;200;200;6024,193548;220;3077;1563;354.8387096774193
12/01/2026 11:00;686,6359447;894,0092166;200;200;200;6024,193548;760;3750;1798;354.8387096774193
12/01/2026 12:00;686,6359447;894,0092166;200;200;200;6024,193548;650;1141;1285;354.8387096774193
12/01/2026 13:00;686,6359447;894,0092166;200;200;200;6024,193548;880;388;2311;354.8387096774193
12/01/2026 14:00;686,6359447;894,0092166;200;200;200;6024,193548;480;135;1084;709.6774193548385
