Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh
01-Jan 10:00:00,44.73,44.73,0.0,43.48377984159599,6.92,1.2462201584040073,3.2973004008181643,1.6490713023264654,0.0,388.4570740355897,60.14683992894748,0.0,-17.508906473319733,-2.5360603103487844,-1.4210854715202004E-14,0.0,7.677765866790711,0.0,0.0,0.1701482092086752,0.0,340.5072868143114,28.426976957245003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.08030985706637,312.08030985706637,0.0,200.0,200.0,0.0,112.08030985706637,0.7119265799445904,0.07,
01-Jan 11:00:00,106.13,98.17,29.70096334473767,117.54222526338582,7.48,-11.412225263385821,11.631017907739176,4.698822721084576,0.0,1020.2208371163855,69.77095148844805,59.34388474430408,-43.74011843430185,-6.927272570532096,-7.105427357601002E-15,0.0,11.209776580322576,0.0,0.0,1.2695001771442482,0.0,929.2941151310005,34.29736648566587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.9967486453346,894.9967486453346,0.0,200.0,200.0,0.0,694.9967486453346,0.755307290566006,0.07,
01-Jan 12:00:00,175.24,120.42,186.3781330002317,225.2902893609067,8.23,-50.0502893609067,44.22888389162501,7.684705579475475,0.0,1747.6371348892467,64.4493533463212,329.15672760789585,-61.86157848303455,-10.475630798133205,0.0,0.0,19.141859333636887,0.0,0.0,2.9031439317162104,0.0,1404.3232599508442,39.27882783343038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0444321174139,1365.0444321174139,0.0,200.0,200.0,0.0,1165.0444321174139,0.6010359404498037,0.07,
01-Jan 13:00:00,153.03,110.44,152.14143841758928,194.63011643756258,8.62,-41.600116437562576,35.75054143152481,7.1267071864943325,0.0,1529.6689076209977,66.30613138508461,259.6419282122239,-55.03497988156966,-9.314858947971095,0.0,0.0,16.774634842446332,0.0,0.0,2.2954126248860947,0.0,1249.0006393858976,37.25818433148466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.7424550544129,1211.7424550544129,0.0,200.0,200.0,0.0,1011.7424550544129,0.617584530747811,0.07,
01-Jan 14:00:00,225.92,116.94,481.39609003663077,334.5591189600826,9.21,-108.63911896008264,63.795022512653645,17.347392726718162,0.0,2554.4403735047654,57.81788570142997,869.3399667678532,-66.39355328217722,-11.708252200353474,0.0,107.69799140716589,24.87778953002976,0.0,0.0,3.631331452960487,0.0,1569.1772141278564,40.79123730120026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.3859768266561,1528.3859768266561,0.0,200.0,200.0,0.0,1328.3859768266561,0.4531649374444715,0.07,
01-Jan 15:00:00,72.91,53.21,143.6678484290602,107.4532409888567,9.01,-34.54324098885671,20.120409784962952,8.626843507892486,0.0,793.3563559756928,68.14739410334894,136.45970224464043,-31.192696516215918,-4.572657711073277,0.0,0.0,10.254261334148978,0.0,0.0,0.5531534006021468,0.0,613.7071991202414,32.700615630053036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0065834901884,581.0065834901884,0.0,200.0,200.0,0.0,381.0065834901884,0.5363615804444123,0.07,
01-Jan 16:00:00,3.49,3.49,0.0,0.0,8.48,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
01-Jan 17:00:00,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
01-Jan 18:00:00,0.0,0.0,0.0,0.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
01-Jan 19:00:00,0.0,0.0,0.0,0.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
01-Jan 20:00:00,0.0,0.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
01-Jan 21:00:00,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
01-Jan 22:00:00,0.0,0.0,0.0,0.0,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
01-Jan 23:00:00,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 00:00:00,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 01:00:00,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 02:00:00,0.0,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 03:00:00,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 04:00:00,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 05:00:00,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 06:00:00,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 07:00:00,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
02-Jan 08:00:00,0.24,0.24,0.0,0.0,4.59,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 09:00:00,20.66,20.66,0.0,19.438644882345255,4.81,1.2213551176547455,1.4745593269983335,0.5842954104816569,0.0,175.18828466024186,48.07356644521067,0.0,-7.171091185419142,-0.9515594060647006,0.0,0.0,7.411221925156916,0.0,0.0,0.023954110228879933,0.0,127.80219277112921,16.23882163463827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.56337113649094,111.56337113649094,0.0,200.0,111.56337113649094,88.43662886350906,0.0,0.5693138779423571,0.07,
02-Jan 10:00:00,40.44,40.44,0.0,38.999851794368595,5.02,1.4401482056314023,2.957563779803638,1.4505125402694365,0.0,348.68509678089885,59.89975311540464,0.0,-17.125646342060215,-2.2363192754405,0.0,0.0,7.735086615487766,0.0,0.0,0.13230487401038166,0.0,300.2799177934968,26.0110222441767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.26889554932006,274.26889554932006,0.0,200.0,200.0,0.0,74.26889554932006,0.6976052309889093,0.07,
02-Jan 11:00:00,52.79,52.79,0.0,51.17355783087121,5.18,1.6164421691287885,3.880529444676606,1.9462266379643234,0.0,457.0957616221612,62.4835474517009,0.0,-23.039863170970282,-3.0754640197496017,1.4210854715202004E-14,0.0,7.590208041483734,0.0,0.0,0.25022432545017625,0.0,412.8871089942463,32.3554401605148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.5316688337315,380.5316688337315,0.0,200.0,200.0,0.0,180.5316688337315,0.737634669795367,0.07,
02-Jan 12:00:00,79.14,79.14,0.0,78.45265077669562,5.39,0.6873492233043805,5.947613245303685,3.000642431807777,0.0,700.6043026038085,67.8502990499467,0.0,-35.15378400765076,-4.936870864159303,0.0,0.0,9.658339006938647,0.0,0.0,0.6447802933725048,0.0,662.5415391253607,32.194298319653505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.3472408057072,630.3472408057072,0.0,200.0,200.0,0.0,430.3472408057072,0.7970184252337283,0.07,
02-Jan 13:00:00,72.65,72.65,0.0,71.79130469497282,5.5,0.858695305027183,5.442800337790533,2.7553471760013863,0.0,641.0190243863035,66.50032278727832,0.0,-32.055715552794666,-4.480125583388206,0.0,0.0,9.224339366725644,0.0,0.0,0.5309927592353468,0.0,601.2992106092472,32.971254988503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.3279556207442,568.3279556207442,0.0,200.0,200.0,0.0,368.3279556207442,0.7852777649363936,0.07,
02-Jan 14:00:00,63.0,63.0,0.0,62.530794992560736,5.53,0.46920500743926397,4.740487120072848,2.458708377623596,0.0,557.742522908232,65.27135078701208,0.0,-27.81243539008622,-3.837537571579157,2.4868995751603507E-14,0.0,8.611931300751777,0.0,0.0,0.38959511865703633,0.0,515.1196186634766,33.78989504993336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.3297236135432,481.3297236135432,0.0,200.0,200.0,0.0,281.3297236135432,0.7635629705197835,0.07,
02-Jan 15:00:00,30.32,30.32,0.0,29.189698595260822,5.42,1.1303014047391784,2.2136524977829097,1.0508639026433664,0.0,261.3258365239322,55.2687994400702,0.0,-11.73824427968828,-1.5748558424129142,1.4210854715202004E-14,0.0,7.814502375161696,0.0,0.0,0.0656129921636529,0.0,211.49002183863786,20.745699404159968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.74432243447788,190.74432243447788,0.0,200.0,190.74432243447788,9.25567756552212,0.0,0.6482135972419497,0.07,
02-Jan 16:00:00,1.49,1.49,0.0,0.0,5.03,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
02-Jan 17:00:00,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
02-Jan 18:00:00,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
02-Jan 19:00:00,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
02-Jan 20:00:00,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
02-Jan 21:00:00,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 22:00:00,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
02-Jan 23:00:00,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 00:00:00,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 01:00:00,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 02:00:00,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 03:00:00,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 04:00:00,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 05:00:00,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 06:00:00,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 07:00:00,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
03-Jan 08:00:00,0.36,0.36,0.0,0.0,3.3,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.07,
03-Jan 09:00:00,56.85,33.27,222.7803795912782,102.94878594533562,4.53,-46.098785945335614,28.237632405792564,10.631194198229789,0.0,645.9259901604377,65.23243878132705,141.15500063410443,-33.483812707553724,-3.364069082503141,-2.842170943040401E-14,13.958224221751408,10.521594897056321,0.0,0.0,0.2996434496816397,0.0,451.6069699665738,33.205856372670866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.4011135939029,418.4011135939029,0.0,200.0,200.0,0.0,218.4011135939029,0.4031509892292632,0.07,
03-Jan 10:00:00,134.64,57.65,375.0687827851987,214.83892871496124,6.03,-80.19892871496126,57.0938393622835,12.046807898679829,0.0,1468.6386770562988,63.5471444520771,504.81654733821586,-62.219409355623235,-5.971152012532734,0.0,150.96121398307582,15.379578967522434,0.0,0.0,0.9462916874269661,0.0,801.1784619961367,32.029664769439876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.1487972266968,769.1487972266968,0.0,200.0,200.0,0.0,569.1487972266968,0.35513503163541554,0.07,
03-Jan 11:00:00,194.43,85.12,403.9649353536451,290.03988717527784,7.41,-95.60988717527783,59.21718448440761,11.551794043113244,0.0,2210.2507591693907,61.99080320407299,840.481648991564,-73.6714408793325,-8.852088100395424,0.0,181.31988848582682,19.851445981202737,0.0,0.0,2.078480352278354,0.0,1187.0520211341736,36.47541168518358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.57660944899,1150.57660944899,0.0,200.0,200.0,0.0,950.57660944899,0.39350833960248127,0.07,
03-Jan 12:00:00,219.91,81.1,466.8019870121977,332.28768173563304,8.47,-112.37768173563305,93.61106539007841,10.129621533683377,0.0,2303.7537077036623,58.49014865202839,834.1557422169665,-64.7787188178069,-8.677204698620185,7.105427357601002E-15,299.2851005972814,19.640808572501484,0.0,0.0,2.0004204190412307,0.0,1163.6374107622707,36.40909906410571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.228311698165,1127.228311698165,0.0,200.0,200.0,0.0,927.228311698165,0.3365067449998453,0.07,
03-Jan 13:00:00,195.98000000000002,87.43,382.5448761140424,289.13298764605133,9.04,-93.15298764605132,75.13257913482946,9.834393658704858,0.0,2057.9934297133714,62.95995926541718,663.4275910487534,-60.11101210122034,-9.016903138979902,-7.105427357601002E-15,169.29481107030097,20.16832856613339,0.0,0.0,2.1561731058830054,0.0,1209.1144818970843,36.646029386116496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.4684525109678,1172.4684525109678,0.0,200.0,200.0,0.0,972.4684525109678,0.40225333148702197,0.07,
03-Jan 14:00:00,157.05,66.53,392.3686799479175,243.91391038018838,9.23,-86.86391038018837,50.14867638029122,12.610730644163157,0.0,1826.0373938257987,63.417264588931104,714.4915367986794,-56.560408417330756,-6.887633456449228,0.0,169.24034487056952,17.09752845838561,0.0,0.0,1.258953988381303,0.0,923.9798069946318,34.21894570110109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.7608612935306,889.7608612935306,0.0,200.0,200.0,0.0,689.7608612935306,0.3618535659505994,0.07,
03-Jan 15:00:00,85.47,45.4,282.5592624954003,144.35977010157387,8.85,-58.88977010157387,34.88108038613831,12.427632323587716,0.0,978.2746585098262,67.47445013365783,279.44503612869266,-37.42281490463927,-4.60031178550203,1.4210854715202004E-14,42.65734625655705,12.745736161953907,0.0,0.0,0.5606460455238426,0.0,617.4145704735823,32.61228999770028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.8022804758821,584.8022804758821,0.0,200.0,200.0,0.0,384.80228047588207,0.4018454018305948,0.07,
03-Jan 16:00:00,4.79,4.79,0.0,0.0,7.93,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.3548387096773,0.0,1819.3548387096773,0.0,0.0,0.07,
